base_config,acc_mean,acc_std,acc_min,acc_max,acc_count,kappa_mean,kappa_std,kappa_min,kappa_max,kappa_count
full_model,0.8934426229508198,0.012218950696720163,0.8715846994535519,0.8989071038251366,5,0.9410448487478529,0.008200425387029107,0.9300556751729497,0.9492194003662863,5
